7895	2577
7831	3946
7509	3516
8295	2543
9544	3442
8129	4455
7558	2667
9269	3187
7530	3014
7524	3145
8836	4571
7900	4404
8835	3410
7532	4231
8134	2812
7561	2890
8139	2675
7997	3869
7828	3316
8893	3215
7695	4462
8599	3403
7598	3789
7904	3124
7623	4384
9264	2504
8013	2814
7665	3267
8187	2784
7621	3399
7822	3176
8918	2814
7934	4772
7670	2619
7509	2819
8865	3791
8490	3757
8757	2618
8210	4026
7861	4228
7499	2504
7593	3632
9184	2783
7522	4578
7737	2682
7988	3498
8556	2668
7510	4573
8214	3834
8067	2812
7590	2824
7778	2597
7695	3878
8876	2501
8212	2660
7658	2685
7643	2759
9465	2697
7581	2898
9257	2563
9150	4379
8478	2851
7499	2668
9716	3906
9199	2598
7773	2520
7542	2736
7504	2973
8437	4163
8461	2673
7919	3859
8788	3438
8595	4333
9112	3157
8282	3066
8234	3134
7736	4072
9006	2656
7637	2930
8364	2640
8887	4459
9438	2812
7812	2547
8537	3906
9756	4564
8126	3007
7676	3058
8751	3168
8161	3129
9693	3438
8444	4106
7597	4650
7506	4294
7502	3948
7667	3749
8912	3193
7839	3290
7863	3154
7822	3165
8887	2817
7884	4065
7900	2560
7579	3069
7510	2856
8174	3332
7813	3918
9777	3017
8827	4386
8249	2578
7584	2868
8058	3154
7657	4328
8256	3526
7617	2739
9692	4609
7558	2700
7540	4393
7580	4422
9631	2519
8813	2654
7540	2503
8827	2739
8767	2499
9309	3619
8791	2931
9261	3334
7578	4377
8285	2998
8195	2642
7834	2709
8763	2834
7913	2844
8186	2501
7568	3759
7656	2499
8194	4140
8213	2521
9028	2855
7734	3128
8137	2974
7843	2663
8168	3049
7894	2715
8088	3926
9887	3158
7509	4269
7981	4856
8203	2616
9723	3520
7512	2675
8365	4376
8445	3779
8770	3310
8151	2562
7548	4013
8608	2890
7558	2578
9142	3261
7699	2659
7836	2519
7502	2587
7613	2661
8223	3342
8914	3224
7532	2657
7912	2833
7536	3321
8789	3964
9966	3481
8046	4103
8067	2895
7659	2526
7930	2671
8169	3176
7969	2592
8919	2560
7968	3285
8754	3459
7539	2857
7661	2815
8781	2569
7529	3890
8781	2778
8913	3593
9883	3130
8253	3984
7503	3437
8235	3248
7739	2704
8870	4150
8464	2793
8036	3805
9150	3602
7836	3753
7588	4448
7566	3827
7569	2656
7853	2505
7814	3882
8801	2505
7893	3749
7978	3752
7816	2934
9100	3946
8756	2634
8156	3378
9238	4440
7616	2544
7829	4415
8320	4262
7592	2931
9794	3838
7504	2579
9767	2734
8624	2911
8486	2890
7527	2658
9083	2501
8935	3779
7851	3075
9097	2668
7735	2544
8058	2812
7637	2851
8519	3866
7562	4065
7826	3515
7519	2924
8527	3292
7695	2747
7519	2689
8838	3154
8882	2540
9118	2563
8635	4970
7608	3217
9238	2529
8940	3133
9454	2504
8789	3077
8445	2695
9384	2736
7737	2531
8801	3392
7507	4545
8866	4374
9142	3939
7820	4534
7639	4421
7637	4399
7607	2510
7530	4482
8134	4225
8461	2548
9394	2814
7503	4112
7593	3750
8207	3130
7588	2505
7673	2983
8232	2538
8755	3129
8126	2499
7509	2645
8127	3755
9376	4266
8804	2614
8359	4425
7548	2841
8520	2678
8821	3920
8945	4647
9737	3638
9064	2734
8245	4030
8749	2657
9692	2525
8281	2657
7656	4662
9117	4117
7883	3126
8527	3921
9498	2680
8151	3606
7540	3126
7989	2866
7505	4094
8913	3453
7656	2538
9449	3248
7546	3781
9800	2681
8774	3476
7671	2824
7825	3458
7753	4355
8811	3222
7577	3071
8916	2632
9078	2977
7635	4452
8003	4042
7521	4462
7637	4455
7797	3126
9689	3459
7509	3828
7824	3144
7521	3925
8838	3238
7900	2890
8126	2559
9418	3182
8128	4582
8163	3241
9080	4225
8232	3047
8803	2500
7532	2637
7538	3951
9167	3327
7895	4257
8215	2630
8906	4389
8977	4765
8281	4340
7587	4070
7668	2520
8135	3480
7690	4703
8770	3984
7712	2573
9296	2747
9391	2535
7529	2839
8680	3203
8300	2618
8009	3344
8010	4506
8179	3415
7519	3437
7651	4451
7667	2521
8241	2734
7936	3812
7940	3019
8926	4223
8408	4143
7513	3672
9161	3769
8285	2514
7969	3204
8759	3781
7656	2686
8126	2537
8852	2814
9540	2526
7608	4563
9091	4120
9350	2739
8139	3979
9144	3428
9112	2499
9534	2588
8165	2578
7500	4692
9142	2571
7616	2522
7851	3476
9191	3809
9104	3659
7836	2700
8624	3202
7853	3408
7819	2974
8010	4099
7968	3791
7700	4300
7559	2983
9044	4428
7566	3456
7818	2549
8007	3138
7838	2538
7499	2559
9063	3285
8177	2753
7699	3760
9375	2559
9550	4733
8827	2502
9698	4105
8898	3193
9477	4788
